id_palabra,Palabra,id_cronista,id_texto,cita,pagina,lengua,fonética
548,Atabaliba,7,T7012,"“El gobernador salió y tomó a <strong>Atabaliba</strong>, y, por defenderlo, le dió un cristiano una cuchillada en una mano: la gente siguió el alcance hasta donde estaban los indios con armas. No se halló en ellos resistencia ninguna, porque ya era noche: recogiéronse todos al pueblo donde el gobernador quedaba.”",124,,
548,Atabaliba,7,T7013,"“Otro día de mañana, mandó el gobernador que fuésemos al real de <strong>Atabaliba</strong>: hallóse en él hasta cuarenta mil castellanos y cuatro o cinco mil marcos de plata, y el real tan lleno de gente como si nunca hubiera faltado ninguna. Recogióse toda la gente, y el gobernador les habló que se fuesen a sus casas, que él no venía a hacer mal, que lo que se había hecho había sido por la soberbia de <strong>Atabaliba</strong>; y el <strong>Atabaliba</strong> asimismo se lo mandó. Preguntando a <strong>Atabaliba</strong> por que había echado el libro y mostrado tanta soberbia, dijo que aquel <italic>capitán</italic> suyo, que había venido a hablar al gobernador, le había dicho que los cristianos no eran hombres de guerra, y que los caballos se desensillaban de noche, y que con doscientos indios que le diese, se los ataría a todos; y que este <italic>capitán</italic> y el <italic>cacique</italic> que arriba he dicho de San Miguel, le engañaron.”",124,,
548,Atabaliba,7,T7014,"“Y visto que los cristianos recogían algún oro, dijo <strong>Atabaliba</strong> al gobernador que no se curase de aquel oro, que era poco: que él le daría diez mil tejuelo y le henchiría de piezas de oro aquel <italic>buhío</italic>, en que estaba, hasta una raya blanca, que sería estado y medio de alto, y el <italic>buhío</italic> ternía de ancho diecisiete o dieciocho pies, y de largo treinta y cinco; y que cumpliría dentro de dos meses.”",124,,
548,Atabaliba,7,T7015,"“Estos <italic>caciques</italic> de la sierra y gente tienen más arte que no los de los llanos. Es la tierra bien poblada : tienen muchas minas en mucha parte de ella. Es tierra fría: nieva en ella y llueve mucho; no hay ciénagas: es pobre de leña. En todos los pueblos <italic>principales</italic> tiene <strong>Atabaliba</strong> puestos <italic>gobernadores</italic>, y asimismo los tenían los señores antecesores suyos.”",126,,
548,Atabaliba,7,T7016,"“Estas casas son unas para el sacrificio del sol, otras del <italic>Cusco</italic> viejo, padre de <strong>Atabaliba</strong>. El sacrificio que hacen es de <italic>ovejas</italic>, y hacen <italic>chicha</italic> para verter por el suelo. Hay otra casa de mujeres en cada pueblo de estos <italic>principales</italic>, asimismo guardadas, que están recogidas de los <italic>caciques</italic> comarcanos, para cuando pasa el <italic>señor</italic> de la tierra sacan de allí las mejores para presentárselas; y sacadas aquéllas meten otras tantas.”",126,,
548,Atabaliba,7,T7017,"“En este pueblo supe que un <italic>capitán</italic> y <italic>principal</italic> de <strong>Atabaliba</strong> estaba veinte leguas de nosotros en un pueblo que dice <italic>Xauxa</italic>: enviéle a llamar que me viniese a ver, y respondió que yo me fuese camino de <italic>Caxamalca</italic>, que él saldría por otro camino a juntarse conmigo.”",128,,
548,Atabaliba,7,T7018,"“Yo me volví camino de <italic>Caxamalca</italic> por otro camino que el que había ido adonde el <italic>capitán</italic> de <strong>Atabaliba</strong> quedó de salir a mí no había salido: antes supe de aquellos <italic>caciques</italic> que estaba quedo y me había burlado porque me viniese. Desde allí volvimos hacia donde él estaba, y el camino fué tan fragoso y de tanta nieve, que se pasó harto trabajo en llegar allá. Llegado al camino real a un pueblo que se dice “<italic>Bombón</italic>”, topé un <italic>capitán</italic> de <strong>Atabaliba</strong> con cinco mil indios de guerra  que a <strong>Atabaliba</strong> llevaba en achaque de conquistar un <italic>cacique</italic> rebelde, y según después ha parecido, eran para hacer junta para matar a los cristianos”",128-129,,
548,Atabaliba,7,T7019,"“Así fuimos a <italic>Xauxa</italic>: llegado media legua del pueblo, visto que el <italic>capitán</italic> no salía a recibirnos un principal de <strong>Atabaliba</strong> que llevaba conmigo, a quien yo había hecho buen tratamiento, me dijo que hiciese ir los cristianos en orden, porque creía que el <italic>capitán</italic> estaba de guerra. Subido a un cerrillo que estaba cerca de <italic>Xauxa</italic>, vimos en la plaza gran bulto negro, que pensamos ser cosa quemada. Preguntando qué era aquello, dijéronnos que eran indios.”",129,,
548,Atabaliba,7,T7020,"“Después de yo venido, según el gobernador me escribe, supe que <strong>Atabaliba</strong> hacía junta de gente para dar guerra a los cristianos, y dice que hicieron justicia de él: hizo <italic>señor</italic> a otro hermano suyo, que era su enemigo.”",130,,
557,Bombon,7,T7021,"“Yo me volví camino de <italic>Caxamalca</italic> por otro camino que el que había ido adonde el <italic>capitán</italic> de <italic>Atabaliba</italic> quedó de salir a mí no había salido: antes supe de aquellos <italic>caciques</italic> que estaba quedo y me había burlado porque me viniese. Desde allí volvimos hacia donde él estaba, y el camino fué tan fragoso y de tanta nieve, que se pasó harto trabajo en llegar allá. Llegado al camino real a un pueblo que se dice “<strong>Bombón</strong>”, topé un <italic>capitán</italic> de <italic>Atabaliba</italic> con cinco mil indios de guerra  que a <italic>Atabaliba</italic> llevaba en achaque de conquistar un <italic>cacique</italic> rebelde, y según después ha parecido, eran para hacer junta para matar a los cristianos allí hallamos hasta quinientos mil pesos de oro que llevaban a <italic>Caxamalca</italic>.”",129,,
7001,Buhío,7,T7022,"“Y visto que los cristianos recogían algún oro, dijo <italic>Atabaliba</italic> al gobernador que no se curase de aquel oro, que era poco: que él le daría diez mil tejuelo y le henchiría de piezas de oro aquel <strong>buhío</strong>, en que estaba, hasta una raya blanca, que sería estado y medio de alto, y el <strong>buhío</strong> ternía de ancho diecisiete o dieciocho pies, y de largo treinta y cinco; y que cumpliría dentro de dos meses.”",124-125,,
7001,Buhío,7,T7023,"“Toda esta tierra de los llanos y mucha más adelante no tributa al <italic>Cusco</italic>, sino a la <italic>mezquita</italic>. El <italic>obispo</italic> de ella estaba con el gobernador en <italic>Caxamalca</italic>: habíale mandado otro <strong>buhío</strong> de oro, como el que <italic>Atabaliba</italic> mandó. A este propósito el gobernador me envió ir a dar priesa para que se llevase. Llegado a la <italic>mezquita</italic> y aposentados, pregunté por el oro y negáronmelo que no lo había: hízose alguna diligencia, y no se pudo hallar.”",127,,
560,Cacique,7,T7024,"“Y yo dije al <italic>Atabaliba</italic> que el gobernador me enviaba a visitarle, y que le rogaba que le viniese a ver, porque le estaba esperando para holgarse con él, y que le tenía por amigo. Díjome que un <strong>cacique</strong> del pueblo de San Miguel le había enviado a decir que éramos mala gente y no buena para la guerra, y que aquel <strong>cacique</strong> nos había muerto caballos y gente. Yo le dije que aquella gente de San Miguel eran como mujeres, y que un caballo bastaba para toda aquella tierra, y que cuando nos viese pelear, vería quién éramos: que el gobernador le quería mucho, y que si tenía algún enemigo, que se lo dijese, que él lo enviaría a conquistar.”",121,,
560,Cacique,7,T7025,"“Preguntando a <italic>Atabaliba</italic> por que había echado el libro y mostrado tanta soberbia, dijo que aquel <italic>capitán</italic> suyo, que había venido a hablar al gobernador, le había dicho que los cristianos no eran hombres de guerra, y que los caballos se desensillaban de noche, y que con doscientos indios que le diese, se los ataría a todos; y que este <italic>capitán</italic> y el <strong>cacique</strong> que arriba he dicho de San Miguel, le engañaron. Preguntóle el gobernador por su hermano del <italic>Cuzco</italic>: dijo que otro día allegaría allí, que le traían preso, y que sus <italic>capitanes</italic> quedaban con la gente en el pueblo del <italic>Cuzco</italic>.”",124,,
560,Cacique,7,T7026,"“Estas casas son unas para el sacrificio del sol, otras del <italic>Cusco</italic> viejo, padre de <italic>Atabaliba</italic>. El sacrificio que hacen es de <italic>ovejas</italic>, y hacen <italic>chicha</italic> para verter por el suelo. Hay otra casa de mujeres en cada pueblo de estos <italic>principales</italic>, asimismo guardadas, que están recogidas de los <italic>caciques</italic> comarcanos, para cuando pasa el señor de la tierra sacan de allí las mejores para presentárselas; y sacadas aquéllas meten otras tantas. También tienen cargos de hacer <italic>chicha</italic> para cuando pasa la gente de guerra. De estas casas sacaban indias que nos presentaban. A estos pueblos del camino vienen a servir todos los <italic>caciques</italic> comarcanos: cuando pasa la gente de guerra, tienen depósito de leña y <italic>maiz</italic> y de todo lo demás. Cuentan por unos nudos en unas cuerdas de lo que cada <strong>cacique</strong> a traído. Y cuando nos habían de traer algunas cargas de leña u <italic>ovejas</italic> o <italic>maíz</italic> o <italic>chicha</italic>, quitaban de los nudos de los que tenían a cargo, y anudábanlo en otra parte: de manera que en todo tienen muy gran cuenta y razón.”",126,,
560,Cacique,7,T7027,"“Yo creo que no hablan con el diablo, sino que aquellos servidores suyos engañan a los <italic>caciques</italic> por servirse de ellos; porque yo hice diligencia por saberlo, y un paje viejo de los más privados de su dios que me dijo un <strong>cacique</strong> que había dicho que le dijo el diablo que no tuviese miedo de los caballos, que espantaban y no hacían mal, hícele atormentar y estuvo rebelde en su mala secta, que nunca de él se pudo saber más de que realmente le tienen por dios. Esta <italic>mezquita</italic> es tan temida de todos los indios, que si alguno de aquellos servidores del diablo le pidiese cuanto tuviese y no lo diese, había de morir luego. Y según parece los indios no adoran a este diablo por devoción sino por temor: que a mí me decíanlos <italic>caciques</italic> que hasta entonces había servido aquella <italic>mezquita</italic> porque le habían miedo, que ya no había miedo sino a nosotros, que a nosotros querían servir.”",128,,
560,Caciques,7,T7028,"“La cueva donde estaba el ídolo era muy oscura, que no podía entrar a ella sin candela, y dentro muy sucia. Hice a todos los <strong>caciques</strong> de la comarca que me vinieron a ver entrar dentro para que perdiesen el miedo; y a falta de predicador, les hice mi sermón diciendo el engaño en que vivían.”",128,,
560,Cacique,7,T7029,"“Yo me volví camino de <italic>Caxamalca</italic> por otro camino que el que había ido adonde el <italic>capitán</italic> de <italic>Atabaliba</italic> quedó de salir a mí no había salido: antes supe de aquellos <italic>caciques</italic> que estaba quedo y me había burlado porque me viniese. Desde allí volvimos hacia donde él estaba, y el camino fué tan fragoso y de tanta nieve, que se pasó harto trabajo en llegar allá. Llegado al camino real a un pueblo que se dice “<italic>Bombón</italic>”, topé un <italic>capitán</italic> de <italic>Atabaliba</italic> con cinco mil indios de guerra  que a <italic>Atabaliba</italic> llevaba en achaque de conquistar un <strong>cacique</strong> rebelde, y según después ha parecido, eran para hacer junta para matar a los cristianos: allí hallamos hasta quinientos mil pesos de oro que llevaban a <italic>Caxamalca</italic>.”",128-129,,
560,Caciques,7,T7030,"“El gobernador envió un cristiano, y luego <italic>Atabaliba</italic> se movió para venir, y dejó allí a la gente con las armas, y llevó consigo hasta cinco o seis mil indios sin armas, salvo que debajo de las camisetas traían unas porras pequeñas y hondas y bolsas con piedras. Venía en unas andas, y delante de él hasta trescientos o cuatrocientos indios con camisetas de librea, limpiando las pajas del camino y cantando; y él en medio de la otra gente, que eran <strong>caciques</strong> y <italic>principales</italic>, y los más <italic>principales</italic> <strong>caciques</strong> le traían en los hombros. En entrando en la plaza, subieron doce o quince indios en una fortalecilla que allí está y tomáronla a manera de posesión con una bandera puesta en una lanza.”",123,,
560,Caciques,7,T7031,"“El camino de la sierra es cosa de ver, porque en verdad en tierra tan fangosa en la cristiandad no se han visto tan hermosos caminos, toda la mayor parte de calzada. Todos los arroyos tienen puentes de piedra o de madera; en un río grande que era muy caudalosos y muy grande, que pasamos dos veces, hallamos puentes de red, que es cosa maravillosa de ver. Pasamos por ella los caballos. Tiene cada pasaje dos puentes: la una por donde pasa la gente común; la otra por donde pasa el señor de la tierra o sus <italic>capitanes</italic>. Esta tienen siempre cerrada e indios que la guardan. Estos indios cobran portazgo de los que pasan. Estos <strong>caciques</strong> de la sierra y gente tienen más arte que no los de los llanos. Es la tierra bien poblada : tienen muchas minas en mucha parte de ella. Es tierra fría: nieva en ella y llueve mucho; no hay ciénagas: es pobre de leña. En todos los pueblos principales tiene <italic>Atabaliba</italic> puestos <italic>gobernadores</italic>, y asimismo los tenían los <italic>señores</italic> antecesores suyos.”",125,,
560,Caciques,7,T7032,"“Estas casas son unas para el sacrificio del sol, otras del <italic>Cusco</italic> viejo, padre de <italic>Atabaliba</italic>. El sacrificio que hacen es de <italic>ovejas</italic>, y hacen <italic>chicha</italic> para verter por el suelo. Hay otra casa de mujeres en cada pueblo de estos <italic>principales</italic>, asimismo guardadas, que están recogidas de los <strong>caciques</strong> comarcanos, para cuando pasa el señor de la tierra sacan de allí las mejores para presentárselas; y sacadas aquéllas meten otras tantas. También tienen cargos de hacer <italic>chicha</italic> para cuando pasa la gente de guerra. De estas casas sacaban indias que nos presentaban. A estos pueblos del camino vienen a servir todos los <strong>caciques</strong> comarcanos: cuando pasa la gente de guerra, tienen depósito de leña y <italic>maiz</italic> y de todo lo demás. Cuentan por unos nudos en unas cuerdas de lo que cada <italic>cacique</italic> a traído. Y cuando nos habían de traer algunas cargas de leña u <italic>ovejas</italic> o <italic>maíz</italic> o <italic>chicha</italic>, quitaban de los nudos de los que tenían a cargo, y anudábanlo en otra parte: de manera que en todo tienen muy gran cuenta y razón.”",126,,
560,Caciques,7,T7033,"“Hay poblaciones muy grandes: las casas de los indios de cañizos; las de los <strong>caciques</strong> de tapia, y ramadas por coberturas, porque en aquella tierra no llueve. Desde el pueblo de San Miguel hasta aquella <italic>mezquita</italic> habrá ciento setenta o ciento ochenta leguas por la costa de la tierra muy poblada. Toda esta tierra atraviesa el camino tapiado: en toda ella; ni en doscientas leguas que se tienen noticias en la costa delante, no llueve. Viven de riego, porque es tanto lo que llueve en la sierra, que salen de ella muchos ríos, que en toda la tierra no hay tres leguas que no haya río.”",127,,
560,Caciques,7,T7034,"“Los <strong>caciques</strong> comarcanos me vinieron a ver y trajeron presente; y allí en la <italic>mezquita</italic> se halló algún oro podrido que dejaron, cuando escondieron lo demás: de todo se juntó ochenta y cinco mil castellanos y tres mil marcos de plata. Este pueblo de la <italic>mezquita</italic> (es) de muy grandes cercados y corrales: fuera de ella está otro cercado grande, que por una puerta se sirve la <italic>mezquita</italic>. En este cercado están las casas de las mujeres, que dicen ser mujeres del diablo, y aquí están los silos, donde están guardados los depósitos del oro. Aquí no entra nadie donde estas mujeres están: hacen sus sacrificios como las que están en las otras casas del sol, que arriba he dicho. Para entrar en el primer patio de la <italic>mezquita</italic>, han de ayunar veinte dás: para subir al patio de arriba, han de haber ayunado un año: en este patio de arriba suele estar el obispo: cuando suben algunos mensajeros de <strong>caciques</strong> que han ayunado su año, a pedir al dios que les dé <italic>maíz</italic> y buenos temporales, hallan el <italic>obispo</italic> cubierta la cabeza y sentado. Hay otros indios que llaman pajes del dios. Así como estos mensajeros de los <strong>caciques</strong> dicen al obispo por su embajada, entran aquellos pajes del diablo dentro de una camarilla, donde dicen que hablan con él; que el diablo les dice de qué está enojado de los <strong>caciques</strong>, y los sacrificios se han de hacer, y los presentes que quiere que le traigan.”",127-128,,
560,Caciques,7,T7035,"“Yo creo que no hablan con el diablo, sino que aquellos servidores suyos engañan a los <strong>caciques</strong> por servirse de ellos; porque yo hice diligencia por saberlo, y un paje viejo de los más privados de su dios que me dijo un <italic>cacique</italic> que había dicho que le dijo el diablo que no tuviese miedo de los caballos, que espantaban y no hacían mal, hícele atormentar y estuvo rebelde en su mala secta, que nunca de él se pudo saber más de que realmente le tienen por dios. Esta <italic>mezquita</italic> es tan temida de todos los indios, que si alguno de aquellos servidores del diablo le pidiese cuanto tuviese y no lo diese, había de morir luego. Y según parece los indios no adoran a este diablo por devoción sino por temor: que a mí me decíanlos <strong>caciques</strong> que hasta entonces había servido aquella <italic>mezquita</italic> porque le habían miedo, que ya no había miedo sino a nosotros, que a nosotros querían servir.”",128,,
560,Caciques,7,T7036,"“Yo me volví camino de <italic>Caxamalca</italic> por otro camino que el que había ido adonde el <italic>capitán</italic> de <italic>Atabaliba</italic> quedó de salir a mí no había salido: antes supe de aquellos <strong>caciques</strong> que estaba quedo y me había burlado porque me viniese. Desde allí volvimos hacia donde él estaba, y el camino fué tan fragoso y de tanta nieve, que se pasó harto trabajo en llegar allá. Llegado al camino real a un pueblo que se dice “<italic>Bombón</italic>”, topé un <italic>capitán</italic> de <italic>Atabaliba</italic> con cinco mil indios de guerra  que a <italic>Atabaliba</italic> llevaba en achaque de conquistar un <italic>cacique</italic> rebelde, y según después ha parecido, eran para hacer junta para matar a los cristianos: allí hallamos hasta quinientos mil pesos de oro que llevaban a <italic>Caxamalca</italic>.”",128-129,,
560,Caciques,7,T7037,"“Llegados al pueblo, y como nadie nos salía a recibir, iba la gente toda con pensamiento de pelear con los indios: al entrar en la plaza salieron unos <italic>principales</italic> a recibirnos de paz, y dijéronnos que el <italic>capitán</italic> no estaba allí que era ido a pacificar ciertos <strong>caciques</strong>, y según pareció de temor se había ido con la gente de guerra, y había pasado un río que estaba junto cabe el pueblo, de una  puente de red. Enviéle a decir que viniese de paz, si no que irían los cristianos a le destruir.”",129,,
7002,Camino,7,T7038,"“A este pueblo me llegó licencia del gobernador para que fuese a una <italic>mezquita</italic>, de que teníamos noticia, que estaba cien leguas de la costa de la mar, en un pueblo que se dice <italic>Pachacama</italic>: tardamos en llegar a ella veintidós días; los quince días fuimos por la sierra, y los otros por la costa de la mar. El <strong>camino</strong> de la sierra es cosa de ver, porque en verdad en tierra tan fangosa en la cristiandad no se han visto tan hermosos <italic>caminos</italic>, toda la mayor parte de calzada. Todos los arroyos tienen puentes de piedra o de madera; en un río grande que era muy caudalosos y muy grande, que pasamos dos veces, hallamos puentes de red, que es cosa maravillosa de ver. Pasamos por ella los caballos.”",125,,
7002,Caminos,7,T7039,"“A este pueblo me llegó licencia del gobernador para que fuese a una <italic>mezquita</italic>, de que teníamos noticia, que estaba cien leguas de la costa de la mar, en un pueblo que se dice <italic>Pachacama</italic>: tardamos en llegar a ella veintidós días; los quince días fuimos por la sierra, y los otros por la costa de la mar. El <italic>camino</italic> de la sierra es cosa de ver, porque en verdad en tierra tan fangosa en la cristiandad no se han visto tan hermosos <strong>caminos</strong>, toda la mayor parte de calzada. Todos los arroyos tienen puentes de piedra o de madera; en un río grande que era muy caudalosos y muy grande, que pasamos dos veces, hallamos puentes de red, que es cosa maravillosa de ver. Pasamos por ella los caballos.”",125,,
7002,Camino real,7,T7040,"“Llegados a los llanos, que es en la costa, es otra manera de gente más bruta, no tan bien tratados, mas de mucha gente. Asimismo tienen <italic>casas de mujeres</italic> y todo lo demás, como los pueblos de la sierra. Nunca nos quisieron decir de la <italic>mezquita</italic>: que tenían en sí ordenados que todos los que nos dijesen, habían de morir; pero como teníamos noticia que era en la costa, seguimos el <strong>camino real</storng> hasta ir a dar en ella. El camino va muy ancho, tapiado de una banda y de otra. A trechos casas de aposento hechas en él, que quedaron de cuando el <italic>Cusco</italic> pasó por aquella tierra. Hay poblaciones muy grandes: las casas de los indios de cañizos; las de los caciques de tapia, y ramadas por coberturas, porq1ue en aquella tierra no llueve.”",126,,
7002,Camino real,7,T7041,"“Desde allí volvimos hacia donde él estaba, y el camino fué tan fragoso y de tanta nieve, que se pasó harto trabajo en llegar allá. Llegado al <strong>camino real</strong> a un pueblo que se dice “<italic>Bombón</italic>”, topé un capitán de <italic>Atabaliba</italic> con cinco mil indios de guerra  que a <italic>Atabaliba</italic> llevaba en achaque de conquistar un <italic>cacique</italic> rebelde, y según después ha parecido, eran para hacer junta para matar a los cristianos: allí hallamos hasta quinientos mil pesos de oro que llevaban a <italic>Caxamalca</italic>.”",129,,
571,Capitán,7,T7042,"“Pasadas siete u ocho jornadas, vino al gobernador un <strong>capitán</strong> de <italic>Atabaliba</italic>, y díjole que su señor <italic>Atabaliba</italic> había sabido de su venida y holgaba mucho dello, y tenía deseo de conocer a los cristianos: y así como hubo estado dos días con el gobernador, dijo que quería adelantarse a decir a su señor cómo iba, y que el otro vernía al camino con presente en señal de paz.”",120,,
571,Capitanes,7,T7043,"“A la mitad del camino vinieron <italic>mensajeros</italic> de <italic>Atabaliba</italic>, y trajeron al gobernador comida, y dijeron que <italic>Atabaliba</italic> le esperaba en <italic>Caxamalca</italic>, que quería ser su amigo, y que le hacía saber que sus <strong>capitanes</strong> que había enviado a la del <italic>Cuzco</italic> su hermano, le traían preso y que serían en <italic>Caxamalca</italic> dende en dos días, y que toda la tierra de su padre estaba ya por él.",120,,
571,Capitán,7,T7044,"“Entre los <italic>mensajeros</italic> que envió, vino aquel <strong>capitán</strong> que primero había venido al gobernador al camino, y dijo al gobernador que su señor <italic>Atabaliba</italic> decía pues los cristianos habían ido con armas a su real, que él quería venir con sus armas. El gobernador le dijo que viniese como él quisiese, y <italic>Atabaliba</italic> partió de su real a mediodía, y en llegar hasta un campo que estaba medio cuarto de legua de <italic>Caxamalca</italic> tardó hasta que el sol iba muy bajo.”",122,,
571,Capitán,7,T7045,"“Otro día de mañana, mandó el gobernador que fuésemos al real de <italic>Atabaliba</italic>: hallóse en él hasta cuarenta mil castellanos y cuatro o cinco mil marcos de plata, y el real tan lleno de gente como si nunca hubiera faltado ninguna. Recogióse toda la gente, y el gobernador les habló que se fuesen a sus casas, que él no venía a hacer mal, que lo que se había hecho había sido por la soberbia de <italic>Atabaliba</italic>; y el <italic>Atabaliba</italic> asimismo se lo mandó. Preguntando a <italic>Atabaliba</italic> por que había echado el libro y mostrado tanta soberbia, dijo que aquel <strong>capitán</strong> suyo, que había venido a hablar al gobernador, le había dicho que los cristianos no eran hombres de guerra, y que los caballos se desensillaban de noche, y que con doscientos indios que le diese, se los ataría a todos; y que este <strong>capitán</strong> y el <italic>cacique</italic> que arriba he dicho de San Miguel, le engañaron. Preguntóle el gobernador por su hermano del <italic>Cuzco</italic>: dijo que otro día allegaría allí, que le traían preso, y que sus <italic>capitanes</italic> quedaban con la gente en el pueblo del <italic>Cuzco</italic>. Y según después pareció dijo verdad en todo, salvo que a su hermano lo envió a matar, con temor que el gobernador le restituyese en su señorío.”",124,,
